id_text;document;mdd_texte_mdd_text;mdd_texte_mhd_text
190;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.52.txt;4.775;1.5
191;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.58.txt;7.77777777777778;1.93055555555556
192;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.69.txt;4.75;1.46153846153846
193;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.76.txt;3.56;1.728
194;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.83.txt;2.72868217054264;1.26356589147287
195;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.93.txt;2.69306930693069;1.26732673267327
196;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_1.98.txt;5.77304964539007;1.0709219858156
197;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.05.txt;4.78616352201258;1.27044025157233
198;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.18.txt;2.66013071895425;1.31699346405229
199;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.25.txt;3.6012084592145;1.49697885196375
200;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.34.txt;2.5716814159292;1.44070796460177
201;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.41.txt;2.59021922428331;1.34232715008432
202;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.5.txt;2.63314447592068;1.36685552407932
203;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.59.txt;2.95547945205479;1.68150684931507
204;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.66.txt;2.71398078975454;1.66061899679829
205;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.77.txt;2.68066666666667;1.62533333333333
206;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.83.txt;2.25770491803279;1.39672131147541
207;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Théophile_2.91.txt;2.60133630289532;1.57728285077951
