id_text;document;freq_texte_freq_text
176;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.02.txt;9600.97201465092
177;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.21.txt;8736.918093017446
178;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.46.txt;9195.600870072698
179;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.67.txt;8972.934522302297
180;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.89.txt;8823.049005900755
181;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.2.txt;8428.767386078052
182;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.41.txt;8137.780054878617
183;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.61.txt;8277.582690266909
184;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.96.txt;9396.673462886112
185;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_6.27.txt;8107.88543963643
186;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_0.96.txt;7992.378715791455
187;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.19.txt;15412.999569825772
188;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.29.txt;3708.175710479819
189;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.39.txt;10740.97049521731
190;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.51.txt;15500.063695325875
191;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.65.txt;4993.272085401319
192;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.79.txt;7559.834848501193
193;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.87.txt;10343.703807640262
194;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.94.txt;12376.4062557552
195;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.02.txt;9630.206323622733
196;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.14.txt;9818.071971759195
197;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.21.txt;7712.879383443381
198;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.27.txt;8888.212989321128
199;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.4.txt;9250.58404235703
200;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.47.txt;8253.977633692177
201;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.56.txt;10187.774840530203
202;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.66.txt;8483.029433236386
