lirai,1
enregistré,5
chante,43
oeuf,96
germes,1
blé,30
bi,2
bibiche,1
puce,6
bec,5
prunier,3
robin,13
benjamin,10
prénom,84
attrappé,2
a.,21
semaine,14
guérence,1
quart,6
fil,40
blague,19
crue,2
voudrais,73
cruella,9
capturer,1
jasper,1
barbie,31
oubliée,5
d-,66
cool,18
pourri,13
répète,3
marrons,8
com,6
lignes,14
gris,56
beige,7
vi,4
vieu,1
plantes,42
rigolais,1
cellier,1
lapin,328
chloé,23
distribuera,1
punir,3
rémy,6
fâchés,1
couloir,7
quentin,9
puni,12
restée,10
rangée,6
léa,25
fume,8
cigarette,7
rizotto,1
poil,7
dada@c,3
an,13
gaspard,60
gaga@c,1
dés,12
capuchon,8
pointu,9
descendra,5
adel,4
soutien,3
maryse,1
wha,1
chewing-gum,5
skis,6
réparé,32
vilain,16
appareil,11
prochaine,13
deuxième,68
mercredi,23
hans,2
chacun,18
façon,23
passionnant,1
taire,1
continue,18
hello,22
kitty,22
mathis,4
poussé,24
mathilde,14
figure,20
saigner,2
cuillères,12
refroidir,3
bagarre,30
tue,20
semblant,15
couche,94
lily,14
paris,30
reçu,15
version,2
enregistre,8
appelles,15
kinder,7
rentrant,3
surprise,22
garder,48
dira,11
jumelle,2
jumeau,5
lisa,6
amoureuse,9
reinette,2
attrappée,2
per,6
perdre,20
équipe,3
allais,32
irais,3
comprends,13
irai,5
crier,5
laissera,1
premières,1
yanis,6
laisseras,1
enzo,5
lucas,34
amandine,6
bu,43
cartes,114
abîmées,1
tiré,18
invites,1
candice,8
sacs,12
tiennent,4
encoches,1
queue-leu-leu,1
ravoir,1
quelque-chose,2
lourd,96
courageuse,1
ordinateur,52
allumé,23
escaliers,23
souhaits,5
pic-pic@f,1
dimanche,14
saoûlante,1
saoûle,1
viendr,1
viendra,6
carlos,1
coiffeuse,2
chanteuse,3
infirmière,2
sam,8
jeudi,18
lundi,13
appellerai,1
appellera,3
emma,16
crottin,2
étagère,12
entendra,2
peindre,2
tuyaux,3
caillou,12
enregistrés,1
neige,185
blanche,55
filets,3
brûle,14
numéro,24
rue,21
clermont-ferrand,1
titi,15
récupérer,6
promis,7
noisette,11
noisettes,3
négocier,2
ren,5
rendais,1
compte,31
vernis,1
sauté,35
gant,20
polo,7
picasso,3
cherché,15
entendue,4
descendre,71
grand-père,9
transformer,12
kwan,3
nager,46
espèce,39
bouton,76
bracelet,22
sort,100
appuit,1
patronyme-de-mot,2
seins,6
aidée,2
maître,20
arrivés,18
vestiaires,1
gardera,1
réveille,54
vendredi,13
marianne,11
voudrai,1
créneaux,6
clémentine,12
frigo,15
lu,54
frapper,5
livres,100
brossé,3
pendule,9
minuit,5
débrancher,2
gratin,5
travail,80
rififi?,1
