fichier	dossier	loc	age	utt	token	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	cest+que	ya+++qu	ya+qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-long-metaok/lucie1_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	4	122	26;	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/lucie2_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	270	26;	0	0	0	0	4	13	0	0	1	0	0	2	2	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/lucie3_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	84	26;	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/lucie4_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	368	26;	0	0	0	1	2	24	0	1	5	1	0	4	1	0	0	0	0	2	1	1	
../tcof/chi-long-metaok/lucie5_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	408	26;	3	0	0	3	1	29	1	1	5	0	3	2	0	0	0	0	0	1	0	4	
../tcof/chi-long-metaok/lucie6_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	1	182	26;	0	1	0	0	0	10	0	0	2	0	0	2	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/lucie7_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	103	26;	0	0	0	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/lucie8_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	166	26;	1	0	0	0	1	11	0	0	0	0	0	1	0	0	0	0	0	2	0	2	
../tcof/chi-long-metaok/lucille1_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	71	1375	20;	0	0	0	17	9	115	6	0	8	2	0	8	8	6	1	0	0	1	1	6	
../tcof/chi-long-metaok/lucille2_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	39	1053	20;	0	0	0	26	3	81	2	0	11	2	0	3	5	3	0	0	0	2	1	3	
../tcof/chi-long-metaok/lucille3_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	23	714	20;	0	1	0	2	9	74	3	0	1	1	2	0	4	2	1	0	0	0	0	1	
../tcof/chi-long-metaok/maelle1_rou.tei_corpo2.cpn.cex 	 LONG 	 ADU 	27	431	20;	0	0	0	5	2	23	0	0	2	1	1	4	3	0	0	0	0	1	0	4	
../tcof/chi-long-metaok/maelle2_rou.tei_corpo2.cpn.cex 	 LONG 	 ADU 	43	790	20;	1	1	0	5	0	48	7	0	5	2	0	9	1	0	0	0	0	0	0	7	
../tcof/chi-long-metaok/maelle3_rou.tei_corpo2.cpn.cex 	 LONG 	 ADU 	11	495	20;	0	0	0	7	4	39	3	0	4	1	1	5	3	1	0	0	0	0	0	3	
../tcof/chi-long-metaok/marie1_gue.tei_corpo2.cpn.cex 	 LONG 	 ADU 	41	363	20;	1	1	0	5	4	12	2	0	0	1	1	4	2	2	0	0	0	0	0	4	
../tcof/chi-long-metaok/marie2_gue.tei_corpo2.cpn.cex 	 LONG 	 ADU 	30	730	20;	1	2	0	0	1	30	7	0	7	0	1	6	1	0	0	0	0	0	0	6	
../tcof/chi-long-metaok/marie3_gue.tei_corpo2.cpn.cex 	 LONG 	 ADU 	33	754	20;	3	1	0	7	1	32	8	0	4	1	4	6	5	2	0	0	0	0	0	5	
../tcof/chi-long-metaok/sarah10_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	1	187	26;	0	0	0	2	0	18	0	0	0	2	0	2	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/sarah11_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	274	26;	0	0	0	5	2	11	0	0	3	0	1	2	1	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah12_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	10	270	26;	0	0	0	0	1	19	0	1	0	0	0	3	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah1_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	18	343	26;	1	0	0	0	3	29	1	0	3	0	0	7	2	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/sarah2_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	322	26;	2	0	0	1	3	21	1	1	4	1	2	5	2	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah3_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	257	26;	0	0	0	2	3	29	0	0	0	1	1	3	2	0	0	0	0	0	0	4	
../tcof/chi-long-metaok/sarah4_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	371	26;	0	0	0	0	3	29	1	1	4	1	1	6	2	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah5_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	23	683	26;	4	1	0	3	11	55	0	1	7	4	3	9	4	3	0	0	0	4	1	5	
../tcof/chi-long-metaok/sarah6_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	336	26;	2	0	0	1	5	9	0	1	3	0	1	3	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah7_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	313	26;	1	0	0	0	1	24	0	1	1	0	1	7	0	0	0	0	0	2	0	2	
../tcof/chi-long-metaok/sarah8_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	15	319	26;	1	0	0	1	7	16	0	0	1	0	0	4	4	3	0	0	0	1	0	3	
../tcof/chi-long-metaok/sarah9_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	184	26;	0	0	0	2	0	8	0	0	1	0	1	2	1	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/valentine1_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	31	742	25;	3	0	0	1	3	70	0	2	6	2	2	13	0	0	1	1	0	1	1	3	
../tcof/chi-long-metaok/valentine2_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	40	930	25;	4	0	0	1	3	89	0	3	7	1	3	18	0	0	0	0	0	3	0	9	
../tcof/chi-long-metaok/valentine3_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	29	462	25;	2	0	0	3	2	52	0	2	3	0	0	4	0	0	0	0	0	1	0	6	
../tcof/chi-long-metaok/valentine4_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	100	1907	25;	7	0	0	8	21	212	1	5	20	5	2	22	4	2	2	1	0	8	5	13	
../tcof/chi-long-metaok/valentine5_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	77	1665	25;	6	0	0	7	8	176	1	3	19	5	1	17	3	0	2	0	0	9	5	11	
../tcof/chi-long-metaok/valentine6_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	61	1304	25;	0	0	0	1	12	132	1	1	9	10	5	25	0	0	0	0	0	1	0	9	
../tcof/chi-long-metaok/vincent10_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	8	307	26;	0	0	0	1	4	20	0	0	4	0	2	1	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/vincent11_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	362	26;	0	0	0	0	2	16	1	0	2	0	1	6	1	1	0	0	0	0	0	6	
../tcof/chi-long-metaok/vincent12_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	133	26;	1	0	0	0	0	8	0	1	3	0	0	1	1	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent13_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	159	26;	0	0	0	0	0	5	0	0	2	1	0	3	1	1	0	0	0	1	0	2	
../tcof/chi-long-metaok/vincent14_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	81	26;	0	0	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent15_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	77	26;	0	0	0	0	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/vincent16_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	0	52	26;	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent17_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	197	26;	0	0	0	2	3	13	0	0	0	1	1	1	0	0	0	0	0	3	0	0	
../tcof/chi-long-metaok/vincent18_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	106	26;	0	0	0	0	0	10	0	0	0	0	0	0	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent19_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	2	138	26;	0	0	0	0	0	7	0	0	0	2	0	1	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/vincent1_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	32	569	26;	0	0	0	0	6	54	1	0	2	5	0	2	2	1	0	0	0	0	0	8	
../tcof/chi-long-metaok/vincent20_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	19	566	26;	2	0	0	2	4	38	1	0	1	0	1	5	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent21_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	206	26;	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent22_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	230	26;	0	1	0	1	0	13	2	0	3	1	1	0	0	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/vincent2_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	19	519	26;	2	0	0	0	5	40	0	0	2	4	0	6	2	0	1	0	0	1	0	7	
../tcof/chi-long-metaok/vincent3_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	30	555	26;	4	0	0	1	4	48	0	0	0	2	0	9	3	3	0	0	0	1	1	3	
../tcof/chi-long-metaok/vincent4_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	19	629	26;	0	0	0	1	5	47	1	0	6	4	0	7	4	0	0	0	0	0	2	5	
../tcof/chi-long-metaok/vincent5_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	13	278	26;	0	0	0	0	6	15	0	0	1	0	0	4	1	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/vincent6_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	4	214	26;	0	0	0	0	2	7	0	2	3	0	0	0	1	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/vincent7_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	101	26;	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/vincent8_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	449	26;	0	1	0	0	2	39	1	0	0	5	0	11	1	1	1	1	0	3	0	2	
../tcof/chi-long-metaok/vincent9_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	168	26;	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	1	
../tcof/chi-phi-metaok/alexandre_lorraine_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	1644	9;01.05	0	2	0	2	3	57	0	0	3	0	1	1	2	1	0	0	0	1	0	4	
../tcof/chi-phi-metaok/alexandre_tristan_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	15	2220	11;	0	2	0	11	10	51	3	0	7	2	0	2	6	3	2	0	0	3	2	6	
../tcof/chi-phi-metaok/amelie_mathieu_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	822	10;	0	1	0	1	2	24	1	0	1	0	0	0	1	1	3	0	0	1	0	1	
../tcof/chi-phi-metaok/amel_ophelia_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	21	1339	6;01.05	0	0	0	19	4	74	6	0	4	1	1	3	1	0	0	0	0	1	0	5	
../tcof/chi-phi-metaok/antoine_quentin_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	16	1805	7;05.30	0	1	0	13	7	76	7	1	4	2	2	9	0	0	1	1	0	1	1	9	
../tcof/chi-phi-metaok/arthur_paul_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	17	3028	7;04.24	0	1	0	57	13	195	20	1	3	1	4	9	2	1	4	0	0	1	1	11	
../tcof/chi-phi-metaok/aurelia_lea_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	2	1056	6;03.17	0	1	0	24	2	100	2	0	2	3	1	2	2	0	0	0	0	3	0	9	
../tcof/chi-phi-metaok/axel_adam_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	19	2463	10;03.18	1	8	0	3	2	49	7	0	5	1	3	2	8	3	0	0	0	0	0	1	
../tcof/chi-phi-metaok/benjamin_valentin_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	23	2698	7;01.05	0	3	0	28	13	106	15	2	6	0	1	7	6	2	3	1	0	3	1	5	
../tcof/chi-phi-metaok/cassiope_anais_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	4	1370	8;10.23	0	4	0	28	11	105	11	0	2	2	1	4	10	2	3	1	0	4	1	7	
../tcof/chi-phi-metaok/chloe_nathan_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	9	1784	10;02.11	6	6	0	3	8	93	1	0	7	3	3	5	2	0	3	1	0	3	1	4	
../tcof/chi-phi-metaok/clara_mathilde_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	2	844	10;05.30	0	0	0	0	4	27	4	0	8	1	2	0	2	0	0	0	0	3	0	2	
../tcof/chi-phi-metaok/clemence_marine_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	1262	8;07.05	2	2	0	3	6	54	2	1	0	1	0	2	3	2	0	0	0	1	0	7	
../tcof/chi-phi-metaok/damien_benjamin_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1241	9;04.24	1	1	0	8	2	51	0	1	3	0	3	3	1	0	0	0	0	2	1	5	
../tcof/chi-phi-metaok/dany_flavien_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	1	1806	10;	0	4	0	4	6	130	13	0	16	2	3	4	9	8	1	0	0	1	2	5	
../tcof/chi-phi-metaok/elodie_charlotte_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	2	2135	10;01.05	2	1	0	1	14	88	12	1	2	1	2	2	6	4	3	0	0	2	2	4	
../tcof/chi-phi-metaok/ema_chiara_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	13	1790	7;03.17	0	5	0	33	4	83	7	0	0	1	2	2	5	3	0	0	0	1	0	18	
../tcof/chi-phi-metaok/eva_kiyane_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	592	6;07.05	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-phi-metaok/farah_vanessa_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1032	6;08.11	0	0	0	2	1	24	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
../tcof/chi-phi-metaok/florent_tony_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	13	847	9;01.05	0	0	0	0	7	46	4	0	3	2	0	1	1	1	1	0	0	1	0	1	
../tcof/chi-phi-metaok/gaetan_corentin_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	12	2115	9;	2	7	0	12	7	80	7	0	8	2	1	1	1	0	2	1	0	1	0	2	
../tcof/chi-phi-metaok/gregori_hugo_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	9	1174	10;01.05	1	1	0	5	0	37	0	0	5	1	1	0	0	0	0	0	0	0	0	4	
../tcof/chi-phi-metaok/gregory_clement_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	4	1211	11;07.05	0	2	0	10	4	57	2	1	3	1	0	0	1	0	2	0	0	1	0	2	
../tcof/chi-phi-metaok/hugo_julien_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	22	2338	7;01.05	0	0	0	29	14	86	11	1	5	2	2	4	4	3	5	1	0	0	2	5	
../tcof/chi-phi-metaok/jeremy_kilian_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	11	2517	6;01.05	0	2	0	33	13	112	10	2	3	1	5	0	3	1	4	1	0	0	0	10	
../tcof/chi-phi-metaok/julianne_laura_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	3	1111	10;03.18	0	0	0	3	1	14	2	0	0	1	0	1	3	0	0	0	0	0	0	1	
../tcof/chi-phi-metaok/kenza_gabrielle_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	2941	8;01.05	0	7	0	58	20	177	8	0	8	4	3	9	4	2	5	2	0	0	0	19	
../tcof/chi-phi-metaok/laura_logan_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1038	9;10.23	3	0	0	9	2	35	1	0	1	1	0	1	3	0	0	0	0	3	3	1	
../tcof/chi-phi-metaok/lea_anissa_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	9	1473	7;	0	0	0	3	4	127	24	0	1	3	3	4	0	0	1	0	0	5	1	5	
../tcof/chi-phi-metaok/leandro_lucas_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	50	3964	8;09.17	5	9	0	21	9	90	9	0	2	3	3	3	6	4	6	1	0	3	0	8	
../tcof/chi-phi-metaok/lina_alexandre_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	10	2545	9;05.30	22	7	0	0	10	109	2	0	8	0	1	3	8	3	2	0	0	10	5	5	
../tcof/chi-phi-metaok/loic_theo_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	18	3005	7;01.09	1	0	0	30	10	101	11	0	3	3	0	0	3	0	0	0	0	2	1	16	
../tcof/chi-phi-metaok/louame_carla_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	0	924	11;02.11	6	1	0	0	6	49	2	0	3	0	1	0	5	4	3	0	0	1	0	2	
../tcof/chi-phi-metaok/marina_margaux_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	67	3036	9;03.18	5	5	0	29	10	155	25	1	15	2	3	11	11	4	4	2	0	7	2	28	
../tcof/chi-phi-metaok/marine_alicia_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	11	3238	9;04.24	5	0	0	37	11	144	20	0	12	4	5	8	6	2	5	0	0	10	0	14	
../tcof/chi-phi-metaok/mathieu_nicolas_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	17	3448	8;09.17	9	7	0	29	16	129	20	1	7	1	0	8	4	1	1	1	0	2	0	3	
../tcof/chi-phi-metaok/maxime_cynthia_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	15	3418	10;04.24	1	1	0	4	6	35	1	0	0	1	0	1	3	1	0	0	0	0	0	2	
../tcof/chi-phi-metaok/maxime_lucas_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	31	3085	10;	1	1	0	25	1	83	3	0	4	1	4	6	3	1	0	0	0	4	1	9	
../tcof/chi-phi-metaok/maxime_pierre_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	16	1616	8;03.18	0	8	0	3	9	72	7	0	5	1	2	1	6	1	2	2	0	3	1	9	
../tcof/chi-phi-metaok/melissa_capucine_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1065	6;08.11	2	4	0	17	11	79	4	0	2	1	0	2	1	0	1	0	0	1	0	8	
../tcof/chi-phi-metaok/noemie_angeline_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	2	436	9;01.05	0	1	0	0	3	18	2	0	2	2	0	0	0	0	0	0	0	1	0	1	
../tcof/chi-phi-metaok/nolan_dylan_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	10	1030	8;01.05	0	1	0	10	3	43	4	0	1	3	5	3	1	1	1	0	0	0	0	2	
../tcof/chi-phi-metaok/oceane_zoe_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	13	1278	7;03.17	0	1	0	3	5	66	1	0	5	3	0	2	1	0	5	0	0	4	0	2	
../tcof/chi-phi-metaok/ophlie_emel_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	22	3036	8;07.05	1	2	0	24	8	111	16	0	1	2	5	5	4	3	5	1	0	3	0	14	
../tcof/chi-phi-metaok/pauline_mani_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	24	2022	6;01.05	6	6	0	9	7	63	10	0	4	0	2	4	2	1	1	1	0	1	0	14	
../tcof/chi-phi-metaok/pierre_yanis_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	17	1654	7;10.23	0	2	0	20	12	74	6	0	2	0	1	4	3	2	2	0	0	0	1	7	
../tcof/chi-phi-metaok/robin_thibaut_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1380	7;02.12	1	1	0	2	4	69	6	0	3	1	3	0	0	0	0	0	0	1	1	8	
../tcof/chi-phi-metaok/romain_mehdi_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	24	2483	6;07.05	1	3	0	26	8	157	8	0	1	2	3	2	1	0	1	1	0	1	1	12	
../tcof/chi-phi-metaok/roxane_elena_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	0	747	10;09.17	1	0	0	5	2	18	0	0	0	0	0	1	0	0	0	0	0	0	1	1	
../tcof/chi-phi-metaok/sarah_carla_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	1	836	11;01.05	1	0	0	1	3	43	1	0	2	0	1	1	0	0	1	0	0	2	0	2	
../tcof/chi-phi-metaok/sarah_celine_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	16	909	7;01.05	0	2	0	0	2	15	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
../tcof/chi-phi-metaok/sarah_julien_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	16	1156	8;04.24	0	0	0	7	3	78	1	0	1	1	0	1	3	2	0	0	0	3	0	2	
../tcof/chi-phi-metaok/sebastien_kevin_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	898	11;	3	1	0	1	5	45	0	0	3	3	1	1	2	1	1	0	0	1	2	2	
../tcof/chi-phi-metaok/serena_fabien_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	3	1984	7;01.09	1	0	0	35	5	99	6	0	6	1	0	2	3	1	0	0	0	3	0	17	
../tcof/chi-phi-metaok/severine_camille_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	5	1047	7;09.17	0	0	0	5	1	15	1	0	0	2	0	1	0	0	1	1	0	0	0	10	
../tcof/chi-phi-metaok/solene_sofia_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	10	2243	10;03.18	7	10	0	3	17	138	5	1	10	0	3	7	11	3	4	1	0	12	4	9	
../tcof/chi-phi-metaok/thomas_allan_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	7	2028	6;01.05	0	3	0	18	7	46	4	0	1	0	1	1	1	0	1	0	0	0	1	12	
../tcof/chi-phi-metaok/valentine_camille_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	4	1226	9;01.05	0	0	0	1	2	68	2	0	0	0	1	0	4	1	1	0	0	3	1	7	
../tcof/chi-phi-metaok/valentin_manel_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	19	1398	8;	1	0	0	9	3	56	2	0	1	1	3	0	0	0	0	0	0	1	0	6	
../tcof/chi-phi-metaok/vincent_yvelise_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	31	1930	8;	4	1	0	13	10	79	5	0	4	1	2	9	5	2	6	2	0	0	0	2	
../tcof/chi-phi-metaok/walid_logan_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	6	2049	8;01.09	1	2	0	17	11	52	2	0	2	1	0	2	1	0	1	0	0	1	1	4	
../tcof/chi-phi-metaok/xavier_thomas_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	1	2245	11;07.05	4	7	0	0	12	131	11	1	16	2	2	9	7	1	3	1	0	5	2	9	
../tcof/chi-phi-metaok/yaelle_aurelia_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	10	670	6;01.05	0	0	0	7	2	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-phi-metaok/yaelle_elena_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 CHI 	10	1215	7;	1	2	0	7	3	51	5	0	3	3	3	0	2	1	1	0	0	0	0	5	
../tcof/chi-phi-metaok/alexandre_lorraine_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	190	1974	46;	7	9	0	12	21	231	7	2	10	6	3	6	10	1	5	0	0	9	0	10	
../tcof/chi-phi-metaok/alexandre_tristan_cm2_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	124	1654	46;	6	0	0	11	12	172	9	0	6	3	3	4	10	4	6	0	0	13	2	1	
../tcof/chi-phi-metaok/amelie_mathieu_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	193	1772	46;	5	5	0	7	24	164	8	0	12	3	1	2	8	4	2	1	0	18	1	4	
../tcof/chi-phi-metaok/amel_ophelia_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	233	2255	46;	0	11	0	28	27	243	10	0	10	2	1	2	9	3	0	0	0	9	1	5	
../tcof/chi-phi-metaok/antoine_quentin_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	106	1058	46;	0	10	0	11	14	107	0	1	1	1	2	0	3	2	0	0	0	2	0	2	
../tcof/chi-phi-metaok/arthur_paul_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	104	1619	46;	2	5	0	17	23	152	11	0	5	3	2	5	6	4	3	1	0	11	1	5	
../tcof/chi-phi-metaok/aurelia_lea_cp_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	101	1326	46;	2	12	0	26	13	146	7	1	5	9	0	1	11	5	0	0	0	7	1	5	
../tcof/chi-phi-metaok/axel_adam_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	249	2869	46;	11	6	0	18	36	297	9	4	20	5	4	9	31	12	10	5	0	31	5	12	
../tcof/chi-phi-metaok/benjamin_valentin_ce1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	116	1761	46;	3	5	0	18	24	200	14	0	5	1	1	1	6	2	4	2	0	14	2	5	
../tcof/chi-phi-metaok/cassiope_anais_ce2_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	206	2002	46;	10	6	0	18	22	210	17	0	8	4	2	0	10	3	5	2	0	16	1	6	
../tcof/chi-phi-metaok/chloe_nathan_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	156	1651	46;	6	2	0	6	19	133	6	1	12	1	4	4	15	7	1	1	0	9	3	7	
../tcof/chi-phi-metaok/clara_mathilde_cm1_proinf.tei_corpo2.cpn.cex 	 PHI 	 ADU 	189	1970	46;	10	1	0	5	21	174	7	0	13	2	1	4	24	5	4	0	0	28	2	6	
